CustomerKey,GeographyKey,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
19377,121,Dominic,,Chandra,FALSE,2/26/1976 00:00,S,,M,dominic3@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Krönerweg 92,,1 (11) 500 555-0119,7/23/2004 00:00,2-5 Miles
19380,183,Marshall,,Luo,FALSE,7/11/1975 00:00,S,,M,marshall27@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Attaché de Presse,,1 (11) 500 555-0125,3/1/2003 00:00,2-5 Miles
19381,222,Brandi,,Romero,FALSE,1/12/1975 00:00,S,,M,brandi9@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"21, cours Mirabeau",,1 (11) 500 555-0131,3/24/2003 00:00,2-5 Miles
19386,183,Allen,,Martinez,FALSE,6/25/1974 00:00,S,,M,allen16@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"810, rue des Rosiers",,1 (11) 500 555-0110,3/11/2003 00:00,2-5 Miles
19509,131,Nancy,,Suri,FALSE,1/19/1976 00:00,S,,M,nancy5@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Marketplatz 5292,,1 (11) 500 555-0119,5/5/2004 00:00,2-5 Miles
19517,222,Max,,Gomez,FALSE,9/22/1975 00:00,S,,M,max2@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"6, rue de Cambrai",,1 (11) 500 555-0113,6/17/2003 00:00,2-5 Miles
19518,159,Clifford,,Arun,FALSE,1/10/1975 00:00,S,,M,clifford7@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Pascalstr 756,,1 (11) 500 555-0176,6/18/2002 00:00,2-5 Miles
20955,208,Dawn,,Pal,FALSE,3/12/1975 00:00,S,,M,dawn36@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"51, rue de la Cavalerie",,1 (11) 500 555-0152,6/5/2004 00:00,2-5 Miles
21126,196,Kaitlin,,Gonzalez,FALSE,11/7/1975 00:00,S,,M,kaitlin17@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"534, rue des Grands Champs",,1 (11) 500 555-0117,10/24/2003 00:00,2-5 Miles
22532,269,Ryan,,Thomas,FALSE,8/10/1976 00:00,S,,M,ryan50@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,5716 Weatherly Drive,,1 (11) 500 555-0197,6/5/2004 00:00,2-5 Miles
22541,151,Stefanie,,Martinez,FALSE,12/26/1973 00:00,S,,M,stefanie15@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Im Himmelsweg 27,,1 (11) 500 555-0120,10/31/2003 00:00,2-5 Miles
22707,171,Haley,,Russell,FALSE,1/19/1976 00:00,S,,M,haley39@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Pascalstr 7,,1 (11) 500 555-0119,2/12/2004 00:00,2-5 Miles
22712,184,Monique,,Romero,FALSE,2/6/1974 00:00,S,,M,monique5@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"16, rue des Grands Champs",,1 (11) 500 555-0145,4/22/2004 00:00,2-5 Miles
23444,207,Aidan,,Washington,FALSE,11/13/1973 00:00,S,,M,aidan14@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"20, rue Royale",,1 (11) 500 555-0148,4/8/2004 00:00,2-5 Miles
23748,211,Yolanda,,Pal,FALSE,2/16/1978 00:00,S,,M,yolanda11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"19, avenue de la Gare",,1 (11) 500 555-0110,4/9/2004 00:00,2-5 Miles
23958,213,Amy,,Lin,FALSE,10/17/1975 00:00,S,,M,amy15@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"10, place Beaubernard",,1 (11) 500 555-0129,5/22/2004 00:00,2-5 Miles
23961,175,Karen,,Huang,FALSE,6/22/1975 00:00,S,,M,karen15@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Galeriestr 6266,,1 (11) 500 555-0122,2/28/2004 00:00,2-5 Miles
24120,133,Kaitlyn,,Allen,FALSE,5/18/1977 00:00,S,,M,kaitlyn22@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Dunckerstr 48523,,1 (11) 500 555-0183,9/26/2003 00:00,2-5 Miles
25528,121,Alexandria,,Butler,FALSE,8/5/1974 00:00,S,,M,alexandria14@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Auf der Krone 992,,1 (11) 500 555-0126,5/15/2004 00:00,2-5 Miles
25667,149,Jaclyn,,Gao,FALSE,10/28/1977 00:00,S,,M,jaclyn16@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Marketplatz 5492,,1 (11) 500 555-0135,10/30/2003 00:00,2-5 Miles
25679,222,Meredith,,Rodriguez,FALSE,6/21/1975 00:00,S,,M,meredith19@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"92, rue Henri Gagnon",,1 (11) 500 555-0130,3/9/2004 00:00,2-5 Miles
25680,123,Manuel,,Subram,FALSE,9/26/1975 00:00,S,,M,manuel11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Residenz Straße 449,,1 (11) 500 555-0120,12/17/2003 00:00,2-5 Miles
25681,155,Melinda,,Serrano,FALSE,3/2/1975 00:00,S,,M,melinda11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Wertheimer Straße 895,,1 (11) 500 555-0198,9/1/2003 00:00,2-5 Miles
26212,133,Summer,,Martinez,FALSE,5/7/1979 00:00,S,,M,summer15@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Am Kreuz 555,,1 (11) 500 555-0169,4/7/2004 00:00,2-5 Miles
26874,118,Jorge,,Zhang,FALSE,11/19/1977 00:00,S,,M,jorge1@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Hochstr 8222,,1 (11) 500 555-0198,11/2/2003 00:00,2-5 Miles
27154,121,Holly,,Arun,FALSE,12/20/1974 00:00,S,,M,holly8@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Wallstr 24,,1 (11) 500 555-0162,4/22/2004 00:00,2-5 Miles
28426,246,Melvin,,Xie,FALSE,8/18/1977 00:00,S,,M,melvin3@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,3713 Rollingwood Dr.,,1 (11) 500 555-0149,4/13/2004 00:00,2-5 Miles
28730,269,Nicole,,Robinson,FALSE,10/20/1979 00:00,S,,M,nicole18@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,9430 Thornhill Place,,1 (11) 500 555-0137,8/7/2003 00:00,2-5 Miles
11471,207,Latasha,,Suarez,FALSE,9/25/1973 00:00,S,,M,latasha19@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"29, avenue de la Gare",,1 (11) 500 555-0180,11/18/2003 00:00,2-5 Miles
11604,275,Edgar,,Sanchez,FALSE,6/3/1977 00:00,S,,M,edgar21@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,6543 Jacobsen Street,,1 (11) 500 555-0117,7/6/2002 00:00,2-5 Miles
12515,189,Shelby,,Bailey,FALSE,6/3/1977 00:00,S,,M,shelby16@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"111, rue des Pyrenees",,1 (11) 500 555-0195,1/25/2004 00:00,2-5 Miles
12524,211,Kate,,Shan,FALSE,1/24/1975 00:00,S,,M,kate8@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"312, rue Villedo",,1 (11) 500 555-0191,12/15/2003 00:00,2-5 Miles
12716,185,Dale,,Shen,FALSE,3/16/1974 00:00,S,,M,dale2@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"280, avenue de la Gare",,1 (11) 500 555-0124,8/16/2003 00:00,2-5 Miles
12718,193,Tammy,,Sai,FALSE,11/14/1974 00:00,S,,M,tammy6@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"1, place Beaubernard",,1 (11) 500 555-0188,5/15/2004 00:00,2-5 Miles
13837,120,Alyssa,,Lee,FALSE,8/13/1976 00:00,S,,M,alyssa22@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Buergermeister-ulrich-str 123,,1 (11) 500 555-0113,5/15/2004 00:00,2-5 Miles
14837,144,Dennis,,Li,FALSE,7/17/1977 00:00,S,,M,dennis4@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Am Karlshof 368,,1 (11) 500 555-0164,5/20/2004 00:00,2-5 Miles
16323,209,Dustin,,Raje,FALSE,4/5/1975 00:00,S,,M,dustin14@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"211bis, rue des Peupliers",,1 (11) 500 555-0180,2/20/2004 00:00,2-5 Miles
16469,188,Michele,,Tang,FALSE,11/19/1975 00:00,S,,M,michele4@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"70, place du Tertre",,1 (11) 500 555-0161,10/18/2003 00:00,2-5 Miles
17854,147,Shannon,,Gomez,FALSE,5/22/1974 00:00,S,,M,shannon23@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Am Kreuz 444,,1 (11) 500 555-0114,6/5/2004 00:00,2-5 Miles
18029,155,Carmen,,Malhotra,FALSE,12/18/1977 00:00,S,,M,carmen8@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Hellweg 4534,,1 (11) 500 555-0174,2/27/2004 00:00,2-5 Miles
18045,134,Toni,,Arun,FALSE,4/13/1973 00:00,S,,M,toni6@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Am Gallberg 6726,,1 (11) 500 555-0192,6/11/2003 00:00,2-5 Miles
19515,207,Nancy,,Garcia,FALSE,2/17/1975 00:00,S,,M,nancy18@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"872, rue Mazagran",,1 (11) 500 555-0150,9/29/2003 00:00,2-5 Miles
20947,245,Marie,,Alvarez,FALSE,6/8/1976 00:00,S,,M,marie28@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,1504 Conifer Court,,1 (11) 500 555-0115,7/28/2004 00:00,2-5 Miles
21127,209,Crystal,,Zheng,FALSE,7/25/1975 00:00,S,,M,crystal20@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"34334, rue Jean Mermoz",,1 (11) 500 555-0171,2/15/2004 00:00,2-5 Miles
22542,201,Teresa,,Alvarez,FALSE,10/8/1974 00:00,S,,M,teresa5@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"57bis, boulevard du Montparnasse",,1 (11) 500 555-0139,4/26/2004 00:00,2-5 Miles
22866,160,William,,Thompson,FALSE,6/14/1974 00:00,S,,M,william11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Curieweg 577,,1 (11) 500 555-0190,9/26/2003 00:00,2-5 Miles
23443,186,Elijah,,Jai,FALSE,5/15/1973 00:00,S,,M,elijah6@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,"54, boulevard Tremblay",,1 (11) 500 555-0181,4/20/2004 00:00,2-5 Miles
23445,188,Andy,,Carlson,FALSE,11/8/1974 00:00,S,,M,andy22@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Attaché de Presse,,1 (11) 500 555-0155,3/16/2004 00:00,2-5 Miles
23946,171,Kelli,,Luo,FALSE,11/2/1977 00:00,S,,M,kelli29@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Räuscherweg 6875,,1 (11) 500 555-0165,4/22/2004 00:00,2-5 Miles
24137,173,Tara,,Sharma,FALSE,12/16/1975 00:00,S,,M,tara9@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Kalkweg 900,,1 (11) 500 555-0156,12/1/2003 00:00,2-5 Miles
25144,144,Johnathan,,Fernandez,FALSE,6/14/1974 00:00,S,,M,johnathan15@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Westheimer Straße 9601,,1 (11) 500 555-0117,3/20/2004 00:00,2-5 Miles
26873,165,Ann,,Suri,FALSE,5/2/1977 00:00,S,,M,ann5@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Kampstr 9859,,1 (11) 500 555-0128,8/20/2003 00:00,2-5 Miles
28434,144,Brian,,Lauer,FALSE,2/2/1976 00:00,S,,M,brian10@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Conesweg 80,,1 (11) 500 555-0172,12/15/2003 00:00,2-5 Miles
22706,132,Andy,,Ruth,FALSE,4/26/1976 00:00,S,,M,andy2@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,1,1,Kurfürstenstr 5444,,856-555-0100,7/19/2004 00:00,2-5 Miles
11603,244,Geoffrey,,Gonzalez,FALSE,2/6/1977 00:00,S,,M,geoffrey16@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,1538 Golden Meadow,,1 (11) 500 555-0131,7/21/2002 00:00,0-1 Miles
11610,269,Blake,,Collins,FALSE,4/23/1975 00:00,S,,M,blake47@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,4519 Lydia Lane,,1 (11) 500 555-0140,7/13/2002 00:00,0-1 Miles
12519,265,Casey,,Gutierrez,FALSE,12/17/1977 00:00,S,,M,casey34@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,2035 Emmons Canyon Lane,,1 (11) 500 555-0115,11/12/2003 00:00,0-1 Miles
12728,131,Jeremiah,,Stewart,FALSE,6/26/1979 00:00,S,,M,jeremiah44@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Alte Landstr 9902,,1 (11) 500 555-0129,10/9/2003 00:00,1-2 Miles
13671,173,Frank,,Ramos,FALSE,2/7/1974 00:00,S,,M,frank25@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Carlsplatz 43,,1 (11) 500 555-0146,7/31/2004 00:00,1-2 Miles
13826,127,Candice,,He,FALSE,11/25/1977 00:00,S,,M,candice2@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Rotthäuser Weg 100,,1 (11) 500 555-0114,5/9/2004 00:00,0-1 Miles
14838,121,Darren,,Alvarez,FALSE,7/26/1977 00:00,S,,M,darren26@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Kappellweg 242,,1 (11) 500 555-0133,5/18/2002 00:00,0-1 Miles
14849,142,Dwayne,,Martin,FALSE,10/12/1975 00:00,S,,M,dwayne0@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Zollhof 6678,,1 (11) 500 555-0191,10/3/2003 00:00,0-1 Miles
14991,272,Edwin,,Zhao,FALSE,2/26/1976 00:00,S,,M,edwin11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,973 Broadway Street,,1 (11) 500 555-0135,1/19/2002 00:00,0-1 Miles
16317,263,Joel,,Raman,FALSE,9/23/1977 00:00,S,,M,joel11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,9546 Cardinal Ct.,,1 (11) 500 555-0178,8/20/2002 00:00,0-1 Miles
16452,232,Cassie,,Luo,FALSE,11/21/1977 00:00,S,,M,cassie4@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,9428 Mehaffey Way,,1 (11) 500 555-0196,9/5/2002 00:00,0-1 Miles
16461,279,Rosa,,Wu,FALSE,2/6/1976 00:00,S,,M,rosa7@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,939 Vista Del Diablo,,1 (11) 500 555-0155,9/2/2002 00:00,0-1 Miles
18048,229,Alisha,,Sun,FALSE,10/6/1974 00:00,S,,M,alisha13@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,4096 San Remo,,1 (11) 500 555-0137,5/21/2004 00:00,1-2 Miles
19390,223,Terrance,,Perez,FALSE,10/3/1978 00:00,S,,M,terrance19@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"33, rue Georges-Clémenceau",,1 (11) 500 555-0119,2/3/2004 00:00,1-2 Miles
19516,207,Kaitlyn,,Griffin,FALSE,1/9/1975 00:00,S,,M,kaitlyn88@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"55, rue de Courtaboeuf",,1 (11) 500 555-0115,9/25/2003 00:00,0-1 Miles
20948,209,Xavier,,White,FALSE,7/9/1975 00:00,S,,M,xavier10@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"4+B347533, place de la République",,1 (11) 500 555-0113,9/25/2003 00:00,0-1 Miles
20958,178,Gerald,,Alonso,FALSE,9/26/1975 00:00,S,,M,gerald16@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Buergermeister-ulrich-str 2411,,1 (11) 500 555-0160,8/2/2003 00:00,0-1 Miles
21128,117,Kenneth,,Andersen,FALSE,6/20/1975 00:00,S,,M,kenneth11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Wertheimer Straße 854,,1 (11) 500 555-0185,12/30/2003 00:00,0-1 Miles
23959,155,Amber,,Parker,FALSE,6/2/1975 00:00,S,,M,amber7@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Platz des Landtags 433,,1 (11) 500 555-0198,8/28/2003 00:00,0-1 Miles
25508,147,Melissa,,Cook,FALSE,6/3/1977 00:00,S,,M,melissa43@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Brunnenstr 44,,1 (11) 500 555-0175,5/6/2004 00:00,0-1 Miles
25674,150,Reginald,,Navarro,FALSE,7/26/1976 00:00,S,,M,reginald17@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Wolfgangstraße 72,,1 (11) 500 555-0147,9/8/2003 00:00,0-1 Miles
25675,264,Joe,,Blanco,FALSE,6/11/1976 00:00,S,,M,joe39@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,1781 Camino Solano,,1 (11) 500 555-0110,8/19/2003 00:00,0-1 Miles
26876,260,Holly,,Lopez,FALSE,7/25/1977 00:00,S,,M,holly16@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,8965 Rheem Blvd.,,1 (11) 500 555-0115,12/14/2003 00:00,0-1 Miles
26886,267,Jasmine,,Robinson,FALSE,11/12/1976 00:00,S,,M,jasmine15@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,8611 Park Lane Circle,,1 (11) 500 555-0118,12/23/2003 00:00,0-1 Miles
26975,186,Janet,,Ward,FALSE,4/7/1979 00:00,S,,M,janet29@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"2802, boulevard Beau Marchais",,1 (11) 500 555-0175,1/8/2004 00:00,1-2 Miles
27153,211,Gina,,Ruiz,FALSE,8/11/1974 00:00,S,,M,gina2@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"44, rue Saint Denis",,1 (11) 500 555-0160,9/27/2003 00:00,0-1 Miles
28424,233,Neil,,Romero,FALSE,1/20/1977 00:00,S,,M,neil8@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,4657 Price Lane,,1 (11) 500 555-0137,5/16/2004 00:00,0-1 Miles
28427,247,Yolanda,,Deng,FALSE,4/10/1977 00:00,S,,M,yolanda1@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,1979 Driving Drive,,1 (11) 500 555-0151,5/14/2004 00:00,0-1 Miles
28438,271,Heidi,,Sanchez,FALSE,7/2/1976 00:00,S,,M,heidi23@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,277 South Royal Links,,1 (11) 500 555-0114,6/6/2004 00:00,0-1 Miles
28444,209,Pedro,,Sai,FALSE,11/19/1975 00:00,S,,M,pedro6@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"2, rue Pierre-Demoulin",,1 (11) 500 555-0173,9/21/2003 00:00,0-1 Miles
28445,154,Shaun,,She,FALSE,12/19/1975 00:00,S,,M,shaun2@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Bundesallee 5511,,1 (11) 500 555-0190,5/13/2004 00:00,0-1 Miles
28723,273,Ryan,,Yang,FALSE,10/23/1973 00:00,S,,M,ryan31@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,9903 Clearland Circle,,1 (11) 500 555-0191,10/6/2003 00:00,0-1 Miles
29429,203,Marie,,Suarez,FALSE,5/22/1975 00:00,S,,M,marie43@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"6186, place du Tertre",,1 (11) 500 555-0111,6/14/2004 00:00,0-1 Miles
12717,184,Hannah,,Wood,FALSE,6/7/1974 00:00,M,,M,hannah25@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"22, rue de la Cavalerie",,1 (11) 500 555-0140,4/23/2002 00:00,0-1 Miles
14691,186,Derrick,,Torres,FALSE,11/13/1979 00:00,M,,M,derrick11@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"4195, rue Léo Delibes",,1 (11) 500 555-0149,3/5/2004 00:00,1-2 Miles
14997,161,Angel,,Cooper,FALSE,6/5/1975 00:00,M,,M,angel8@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Brunnenstr 6466,,1 (11) 500 555-0195,6/8/2002 00:00,0-1 Miles
16189,265,Amanda,,Hughes,FALSE,4/2/1979 00:00,M,,M,amanda32@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,3598 Teakwood Drive,,1 (11) 500 555-0182,12/18/2003 00:00,1-2 Miles
16454,274,Marco,,Suri,FALSE,6/5/1977 00:00,M,,M,marco0@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,8510 G St.,,1 (11) 500 555-0165,8/16/2003 00:00,0-1 Miles
18039,186,Logan,,Clark,FALSE,10/19/1975 00:00,M,,M,logan71@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"40, rue Royale",,1 (11) 500 555-0157,3/7/2002 00:00,0-1 Miles
18047,143,Latasha,,Alvarez,FALSE,2/9/1974 00:00,M,,M,latasha4@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Auf dem Ufer 164,,1 (11) 500 555-0177,7/1/2002 00:00,0-1 Miles
19387,168,Ruth,,Rana,FALSE,3/25/1974 00:00,M,,M,ruth15@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Charlottenstr 123,,1 (11) 500 555-0118,12/28/2001 00:00,0-1 Miles
19512,270,Marco,,Kapoor,FALSE,7/11/1976 00:00,M,,M,marco1@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,2893 Vera,,1 (11) 500 555-0149,10/12/2003 00:00,0-1 Miles
21114,117,Savannah,,Murphy,FALSE,11/4/1977 00:00,M,,M,savannah14@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Karl Liebknecht str 399,,1 (11) 500 555-0112,9/29/2003 00:00,0-1 Miles
23947,160,Autumn,,Liang,FALSE,4/8/1977 00:00,M,,M,autumn16@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,Karl Liebknecht str 577,,1 (11) 500 555-0180,5/29/2004 00:00,0-1 Miles
24118,217,Donna,,Chande,FALSE,3/16/1977 00:00,M,,M,donna13@adventure-works.com,"$30,000 ",0,0,Partial College,Clerical,0,1,"34, rue Lauriston",,1 (11) 500 555-0167,7/28/2004 00:00,0-1 Miles
